Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
1996-01-01,3.743238687515259,3.7496062508987498,3.705033307214316,3.7295940823942977,104121369
1996-01-02,3.714129686355591,3.752335554035405,3.6868402321206877,3.73414258454547,168743308
1996-01-03,3.7423288822174072,3.947001585867739,3.734142119860057,3.7750761746279142,209323879
1996-01-04,3.70776104927063,3.71867697359291,3.65773003318651,3.7068515711462386,216900264
1996-01-05,3.68229079246521,3.6932067167587315,3.6504529836687682,3.6932067167587315,166708467
1996-01-08,3.5349268913269043,3.677743171063719,3.4985407126637464,3.67501449316679,186974245
1996-01-09,3.4330456256866455,3.4930828609328097,3.3157000762543927,3.4303169476077,388766555
1996-01-10,3.344808578491211,3.446690075327787,3.329344774176205,3.365730953623234,276606655
1996-01-11,3.4494192600250244,3.4657932705534824,3.306602986411324,3.311151349667129,409645726
1996-01-12,3.4130332469940186,3.5012698947230962,3.3902916726028565,3.474889678148593,374687924
1996-01-15,3.377556324005127,3.4203100631172245,3.358453636036528,3.403026574629926,199981539
1996-01-16,3.3839244842529297,3.402117454203157,3.35481534356274,3.365731271321561,217247573
1996-01-17,3.2492945194244385,3.3702791870926623,3.2210955898385065,3.3657308237194132,299629901
1996-01-18,3.159237861633301,3.2183656029027485,3.1255808534702547,3.166515630488384,377502810
1996-01-19,3.1037495136260986,3.154690502228137,3.082827625605214,3.1155751610111335,324535340
1996-01-22,3.1565093994140625,3.1974439362411156,3.111026256742561,3.113755663230311,338613971
1996-01-23,3.0227904319763184,3.1810705122776377,2.856323103255415,3.167425665200915,354919302
1996-01-24,2.919088840484619,3.014603007422169,2.8745159027539606,2.9964097980558124,351185727
1996-01-25,2.79628586769104,2.925456822270063,2.779002377061347,2.9127216953790667,360855771
1996-01-26,2.79628586769104,2.7962858676910396,2.7962858676910396,2.7962858676910396,0
1996-01-29,3.016422748565674,3.042803212735751,2.766267573335881,2.7835505800223816,652902286
1996-01-30,3.2874999046325684,3.438502922456327,3.065543740608357,3.1110261528172525,1061936020
1996-01-31,3.2156379222869873,3.379376109188737,3.1337685858549724,3.2565724690124247,731560842
1996-02-01,3.344808578491211,3.365730953623234,3.174703086309375,3.1837993274447345,640422958
1996-02-02,3.70776104927063,3.747786105118991,3.4339541920324277,3.4339541920324277,818725675
1996-02-05,4.0161356925964355,4.097095055843322,3.794179491653744,3.911525033701017,1222482548
1996-02-06,3.6795623302459717,4.1844224063838364,3.594964326069056,4.11255928517089,1242315590
1996-02-07,3.7477874755859375,3.7841736603179412,3.4394135333868365,3.47579971811884,895441820
1996-02-08,4.075263977050781,4.141669023223458,3.7477873532294805,3.785992736609249,821653997
1996-02-09,4.311774253845215,4.402739580166471,4.077082681696443,4.2208084415617275,994440377
1996-02-12,4.041605472564697,4.2753872940121616,3.984296925701129,4.202614944915489,971599188
1996-02-13,4.284483909606934,4.441854493173144,3.9679233001543297,4.002490031445941,1019034918
1996-02-14,4.2872138023376465,4.45640983701942,4.2544667470651305,4.3936439188036545,622459505
1996-02-15,4.218989372253418,4.320870865466638,4.148035972532506,4.184422393666591,699136437
1996-02-16,4.144396781921387,4.1889702052700555,4.1125589695024685,4.148035666747654,495646793
1996-02-19,4.1862406730651855,4.279025910457162,4.161680146499094,4.220807646060292,518231701
1996-02-20,3.9651944637298584,4.201705462148118,3.9115247985549564,4.184422216567301,639131752
1996-02-21,3.9651944637298584,3.9651944637298584,3.9651944637298584,3.9651944637298584,0
1996-02-22,4.1744160652160645,4.202615481657618,4.021593821017872,4.057070521894736,613558303
1996-02-23,4.129843235015869,4.175325413533358,4.060708788028589,4.166229172214758,546094871
1996-02-26,4.13893985748291,4.261743500253009,4.112559880497638,4.175325798032523,544960514
1996-02-27,4.091636657714844,4.18442189915083,4.021593230526417,4.162589563088309,542491536
1996-02-28,4.111649513244629,4.217169404610982,4.102552786554965,4.17077750778412,427826248
1996-02-29,3.8542168140411377,4.089817610130273,3.8296560410529072,4.075263284973003,697898447
1996-03-01,3.8760476112365723,3.9333561541225683,3.794178784930296,3.8842348583388024,723172202
1996-03-04,3.8360228538513184,3.9115241145996897,3.791449436897239,3.8933309079838465,673407539
1996-03-05,3.8360228538513184,3.8360228538513184,3.8360228538513184,3.8360228538513184,0
1996-03-06,3.9724717140197754,3.998851928747441,3.8678613052798303,3.902428282111036,543855566
1996-03-07,4.007948875427246,4.098005218285796,3.9888461841713783,4.027961774033142,854410306
1996-03-08,3.9870269298553467,4.002490734406349,3.906977285254005,3.9570080701487216,646827174
1996-03-11,3.9997613430023193,4.011586746126892,3.9142536287142526,3.929717430507096,631091821
1996-03-12,4.205344200134277,4.329967272073409,3.9752012318092587,3.9933944430729214,803011329
1996-03-13,4.133481502532959,4.15258516601795,4.043425644200959,4.093457162569913,577715422
1996-03-14,4.132571697235107,4.173506238918054,4.102552838949391,4.12984301936691,597611484
1996-03-15,3.9970314502716064,4.123473913104212,3.9661028822846798,4.110738791919728,622444100
1996-03-18,3.815101385116577,3.966104428241652,3.800547059367295,3.9560984659658973,667319823
1996-03-19,3.5804100036621094,3.8715004019478627,3.502179562389785,3.8023662015229416,1037292464
1996-03-20,3.5804100036621094,3.5804100036621094,3.5804100036621094,3.5804100036621094,0
1996-03-21,3.836932897567749,3.876957472060713,3.729593570163491,3.729593570163491,670459612
1996-03-22,3.681382417678833,3.7650707097156615,3.611338488390823,3.7650707097156615,674824785
1996-03-25,3.6595489978790283,3.7496050640398932,3.6067888218598934,3.728683180822719,457166882
1996-03-26,3.635899543762207,3.711401321137789,3.520373181537871,3.6386287080988278,532380354
1996-03-27,3.7650699615478516,3.819649345546591,3.748696194944448,3.765979682742788,377229724
1996-03-28,3.8141918182373047,3.83329450701653,3.7623411075940165,3.7750762334468333,359409115
1996-03-29,3.7632508277893066,3.8342042317727962,3.7514254224461414,3.809643456777059,325958187
1996-04-01,3.79872727394104,3.811462885717006,3.7477867706860373,3.779624585220414,247509698
1996-04-02,3.808734178543091,3.8569460097393606,3.770528796521415,3.806914978772069,367425238
1996-04-03,3.840571403503418,3.9369955369601315,3.8314751630725983,3.894241311682706,297032084
1996-04-04,3.7950899600982666,3.8078250887384506,3.7550648882587194,3.8023670029061134,241840713
1996-04-05,3.7950899600982666,3.795089960098266,3.795089960098266,3.795089960098266,0
1996-04-08,3.858764171600342,3.8787768215854976,3.818739600573243,3.84330012727212,228109392
1996-04-09,3.863313674926758,3.951550576196618,3.843301262013971,3.9069776293334106,320184170
1996-04-10,3.8614938259124756,3.928808338571487,3.846029536637183,3.9115248497832136,285103129
1996-04-11,3.821469306945801,3.8478497689726026,3.799637937762932,3.825108192451128,216484333
1996-04-12,3.9260799884796143,3.9570080836493835,3.8041855925597408,3.8214690827905664,341108156
1996-04-15,4.02705192565918,4.107101568879441,3.99430390255795,4.00249066535214,476612002
1996-04-16,4.0361480712890625,4.0889080179849255,4.00249057066105,4.038877235137011,388937409
1996-04-17,4.208073139190674,4.252646079187822,4.1089203253380315,4.148035909700505,410008440
1996-04-18,4.439127445220947,4.461868538722666,4.305407618881075,4.33906488434897,686239778
1996-04-19,4.467325687408447,4.557381783811686,4.430939263113639,4.4755131795823235,657928468
1996-04-22,4.325418949127197,4.520994928391731,4.302677861328526,4.511898687657148,577856867
1996-04-23,4.296309947967529,4.343612048200327,4.229904674633536,4.285393779629392,570256675
1996-04-24,4.644708156585693,4.695649139131503,4.479150084802348,4.495524093539753,534899747
1996-04-25,4.40819787979126,4.775699525806812,4.329967194254053,4.675636987145578,620220200
1996-04-26,4.447312831878662,4.501892219894976,4.293580629786201,4.402739405818827,632532875
1996-04-29,4.4109272956848145,4.4254813793034815,4.325419320887455,4.402739803588007,421084526
1996-04-30,4.450951099395752,4.548284457443948,4.375449590717545,4.402738794977351,429361131
1996-05-01,4.8402838706970215,4.910327535991867,4.807536340806616,4.857567599726095,495470338
1996-05-02,4.8439226150512695,4.868483628694575,4.730215730436768,4.8029880782745895,506967956
1996-05-03,4.733855247497559,4.830278900692029,4.712023394441074,4.802078998610454,493527926
1996-05-06,4.468234539031982,4.646527254428984,4.444583732315614,4.62105700536146,591063023
1996-05-07,4.522814750671387,4.556471520946043,4.4445840692254235,4.46186731498502,548608662
1996-05-08,4.547374725341797,4.611960552160326,4.384545819576311,4.439125685850732,785659868
1996-05-09,4.436398506164551,4.555563280617171,4.411837482464396,4.461868765442613,609397594
1996-05-10,4.390004634857178,4.414565653026758,4.303587425501568,4.3299674003797355,606288615
1996-05-13,4.482790470123291,4.510080169846795,4.422753227924045,4.448223484742698,398370778
1996-05-14,4.607412338256836,4.637431194365922,4.452770909543748,4.475512481928273,651015892
1996-05-15,4.617417812347412,4.6574431115894726,4.440035315932243,4.534639508405187,917242481
1996-05-16,4.643798351287842,4.739312266613552,4.612870262631374,4.671087555418759,688543503
1996-05-17,4.5519232749938965,4.602864261545929,4.5264530246989745,4.548284876078418,565289312
1996-05-20,4.409107208251953,4.500982733060707,4.3954623620104085,4.493705449334404,326115037
1996-05-21,4.393642902374268,4.439126046976006,4.357256483885314,4.382727219808673,456241191
1996-05-22,4.417294502258301,4.4609577215112655,4.403649655123833,4.439126354865891,319336904
1996-05-23,4.380908489227295,4.406378743327015,4.359076634586565,4.388185774107538,294687746
1996-05-24,4.62153434753418,4.635795400013929,4.597765757431791,4.622485152087285,236779521
1996-05-27,4.4855780601501465,4.582552994682517,4.477972133136989,4.582552994682517,385864842
1996-05-28,4.340115070343018,4.392405240077235,4.288774689028676,4.392405240077235,545547298
1996-05-29,4.587306022644043,4.649103721817374,4.4313848066096275,4.4313848066096275,514643772
1996-05-30,4.503642559051514,4.633893621435426,4.474169145938905,4.620583375454468,528103408
1996-05-31,4.532163619995117,4.573045665462141,4.489380981739613,4.568291643949532,445949352
1996-06-03,4.67097282409668,4.687134976692076,4.5920611305566785,4.6205837415148405,488962489
